"Time (s)"	"Acceleration x (m/s^2)"	"Acceleration y (m/s^2)"	"Acceleration z (m/s^2)"	"Absolute acceleration (m/s^2)"
3.819464220E-1	-2.105683982E-1	1.138983607E0	9.394221306E0	9.465358770E0
3.831422550E-1	-1.962114573E-1	1.141376376E0	9.384650230E0	9.455839408E0
3.843381410E-1	-2.009970993E-1	1.143769264E0	9.375079155E0	9.446730499E0
3.855340260E-1	-2.249253243E-1	1.153340459E0	9.355937004E0	9.429440219E0
3.867299120E-1	-2.344966233E-1	1.162911773E0	9.341579437E0	9.416605484E0
3.879257450E-1	-2.297109663E-1	1.160519004E0	9.339186668E0	9.413818519E0
3.891216300E-1	-2.297109663E-1	1.170090318E0	9.339186668E0	9.415003245E0
3.903175160E-1	-2.368894368E-1	1.184447169E0	9.348757744E0	9.426468217E0
3.915133490E-1	-2.440679073E-1	1.182054400E0	9.355937004E0	9.433471205E0
3.927092350E-1	-2.536391914E-1	1.182054400E0	9.348757744E0	9.426603672E0
3.939051200E-1	-2.679961324E-1	1.194018483E0	9.336793900E0	9.416646026E0
3.951010050E-1	-2.727817893E-1	1.215553880E0	9.327222824E0	9.410051368E0
3.962968390E-1	-2.656033039E-1	1.225125194E0	9.334401131E0	9.418201597E0
3.974927240E-1	-2.656033039E-1	1.227517962E0	9.339186668E0	9.423255971E0
3.986886100E-1	-2.727817893E-1	1.244267821E0	9.343972206E0	9.430399191E0
3.998844430E-1	-2.775674164E-1	1.258624673E0	9.360722542E0	9.449037318E0
4.010803280E-1	-2.799602449E-1	1.263410330E0	9.379864693E0	9.468708732E0
4.022762140E-1	-2.823530734E-1	1.263410330E0	9.391828537E0	9.480631423E0
4.034720990E-1	-2.775674164E-1	1.261017561E0	9.413364410E0	9.501507169E0
4.046679330E-1	-2.751746178E-1	1.261017561E0	9.437292099E0	9.525144016E0
4.058638180E-1	-2.751746178E-1	1.265803218E0	9.454042435E0	9.542373772E0
4.070597030E-1	-2.703889608E-1	1.270588875E0	9.466006279E0	9.554725593E0
